PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000216863.4_chr6.wgt.RDat	LY86-AS1	6	6348610	6622771	0.1818	rs9502478	 2.74	rs708059	 0.055057	 4.57	 1.42606	125	17	enet	0.065	9.9e-07	 1.40379	0.16038
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000137267.4_chr6.wgt.RDat	TUBB2A	6	3153668	3157526	0.0807	rs2326173	 3.26	rs10458071	 0.048322	-4.38	-0.55806	 93	 1	top1	0.048	2.4e-05	 0.55806	0.57680
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000124787.9_chr6.wgt.RDat	RPP40	6	4994731	5004047	0.1517	rs4409225	 3.22	rs811259	 0.004020	-3.76	 1.01681	 72	24	enet	0.031	0.00061	-0.84071	0.40051
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000153989.7_chr6.wgt.RDat	NUS1	6	117675501	117710640	0.1284	rs706944	 2.91	rs491902	-0.002592	-2.73	 1.06069	 49	42	enet	-0.00095	0.41	-2.02621	0.04274
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000146281.5_chr6.wgt.RDat	PM20D2	6	89146049	89165565	0.1885	NA	   NA	NA	       NA	   NA	      NA	 40	 0	lasso	0.11	9.4e-11	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000111962.7_chr6.wgt.RDat	UST	6	148747327	149076990	0.1736	rs2128332	 2.51	rs9485313	-0.001671	-3.22	-0.22190	101	38	enet	0.02	0.0048	 1.16484	0.24409
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000047932.9_chr6.wgt.RDat	GOPC	6	117560268	117602528	0.2067	rs9489115	 2.46	rs11968450	 0.000202	 3.68	 1.30973	 45	21	enet	0.02	0.005	-1.41441	0.15724
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000135541.15_chr6.wgt.RDat	AHI1	6	135283531	135497249	0.2583	rs2223802	 2.37	rs9402717	 0.218344	-8.77	 0.68518	 31	16	enet	0.23	4.7e-21	-1.35678	0.17485
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000007944.10_chr6.wgt.RDat	MYLIP	6	16129124	16148248	0.1507	rs9350008	 2.03	rs9396643	 0.018934	 3.81	-0.24520	 85	27	enet	0.061	2.2e-06	-0.25063	0.80210
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000146221.8_chr6.wgt.RDat	TCTE1	6	44282109	44297721	0.0975	rs12528844	 2.88	rs325001	-0.001572	 3.29	-0.46123	 96	 6	lasso	-0.00052	0.37	-0.24373	0.80744
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000135547.4_chr6.wgt.RDat	HEY2	6	125747663	125761269	0.1159	rs1407592	-1.58	rs1407592	 0.070050	 5.67	-1.57701	 34	 1	enet	0.078	9.8e-08	-1.57701	0.11479
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000112799.3_chr6.wgt.RDat	LY86	6	6588107	6654983	0.1615	rs2294461	 2.43	rs9504848	 0.018300	 4.24	-0.56546	125	22	enet	0.15	6.1e-14	 0.73534	0.46213
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000096060.8_chr6.wgt.RDat	FKBP5	6	35573584	35728583	0.1162	rs7746988	 1.87	rs7751693	 0.023492	 4.86	-1.16531	 34	10	enet	0.074	1.8e-07	-0.23511	0.81412
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000173214.5_chr6.wgt.RDat	KIAA1919	6	111259347	111271167	0.0984	NA	   NA	NA	       NA	   NA	      NA	 36	 0	enet	0.013	0.02	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000021355.7_chr6.wgt.RDat	SERPINB1	6	2832331	2842006	0.1728	rs2326173	 3.26	rs6940344	 0.096970	 6.65	-0.48488	 87	 9	enet	0.17	2.4e-15	 0.49558	0.62019
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000096696.8_chr6.wgt.RDat	DSP	6	7541574	7586717	0.1403	rs17603736	 2.47	rs13191992	 0.082081	 5.74	-0.40056	 73	 1	top1	0.082	4.2e-08	-0.40056	0.68874
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000196284.9_chr6.wgt.RDat	SUPT3H	6	44809316	45377953	0.1210	rs12204525	-2.21	rs4714834	 0.097048	 5.96	-0.19094	 34	10	enet	0.11	1.3e-10	 0.22408	0.82270
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000111897.5_chr6.wgt.RDat	SERINC1	6	122443353	122471822	0.0729	rs13191198	 2.49	rs9482286	-0.002366	-2.54	-2.16452	 36	13	enet	0.0072	0.064	 1.80120	0.07167
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000112297.9_chr6.wgt.RDat	AIM1	6	106511854	106570451	0.3469	rs7747232	-1.90	rs898895	 0.117331	 6.45	 0.52014	 73	16	enet	0.23	2.3e-21	 0.53650	0.59161
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000124721.13_chr6.wgt.RDat	DNAH8	6	38715340	39030525	0.1482	rs733701	 2.47	rs1678664	 0.121797	 6.78	-1.17341	 67	 1	top1	0.12	1.9e-11	-1.17341	0.24063
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000048544.5_chr6.wgt.RDat	MRPS10	6	42206800	42217865	0.2170	rs6914124	-2.08	rs7755400	 0.107691	-6.26	 1.03840	 71	 1	top1	0.11	3e-10	-1.03840	0.29908
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000065308.4_chr6.wgt.RDat	TRAM2	6	52497401	52576915	0.2208	NA	   NA	NA	       NA	   NA	      NA	 77	 0	top1	0.13	1.4e-12	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000146376.5_chr6.wgt.RDat	ARHGAP18	6	129576131	129710225	0.0972	rs9372936	 3.14	rs13213236	 0.000883	 4.69	-0.41477	 76	 3	lasso	0.00089	0.25	-0.78230	0.43404
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000155085.9_chr6.wgt.RDat	AK9	6	109492855	109691217	0.1928	rs4295520	-2.55	rs7755941	 0.091217	-6.33	-0.89079	 42	14	enet	0.1	7.6e-10	 0.64183	0.52098
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000124587.9_chr6.wgt.RDat	PEX6	6	42964789	42979220	0.5611	rs12213987	-2.34	rs2234185	 0.396069	11.66	 1.75299	 44	14	enet	0.49	4.9e-52	 1.34257	0.17941
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000230438.3_chr6.wgt.RDat	SERPINB9P1	6	2854661	2881407	0.1313	rs2326173	 3.26	rs9392442	-0.000447	 4.00	-0.23084	 90	28	enet	0.018	0.0073	-1.46669	0.14246
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000012660.9_chr6.wgt.RDat	ELOVL5	6	53267397	53349149	0.0723	rs9463893	 2.36	rs6917666	 0.004366	 3.58	 1.75237	 65	 4	enet	0.0098	0.037	 1.37454	0.16927
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000085382.7_chr6.wgt.RDat	HACE1	6	104728092	104859919	0.0952	rs12211668	 2.25	rs6907016	 0.095431	-5.81	-1.32779	 28	 1	top1	0.095	3.2e-09	 1.32779	0.18425
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000047579.13_chr6.wgt.RDat	DTNBP1	6	15522800	15663058	0.1154	rs1047631	-3.00	rs1047631	 0.046254	 4.22	-2.99830	 48	24	enet	0.054	7.7e-06	-1.13788	0.25517
