PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000197457.5_chr20.wgt.RDat	STMN3	20	63639707	63653427	0.1352	rs1543449	 2.16	rs6089982	 0.055973	 4.52	-0.2272	 68	 1	top1	0.056	5.8e-06	-0.2272	0.8203
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000125871.9_chr20.wgt.RDat	MGME1	20	17969800	17991122	0.1714	NA	   NA	NA	       NA	   NA	     NA	 78	 0	top1	0.17	1.6e-15	     NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000101197.8_chr20.wgt.RDat	BIRC7	20	63235882	63240507	0.1360	rs12481719	-3.52	rs11907547	-0.002393	 3.25	 0.2052	 91	 1	top1	-0.0024	0.67	 0.2052	0.8374
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000092758.10_chr20.wgt.RDat	COL9A3	20	62816243	62838761	0.1707	rs856934	 4.22	rs2075775	 0.006091	 4.27	-0.0807	101	 4	lasso	0.038	0.00017	-1.4012	0.1612
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000101161.6_chr20.wgt.RDat	PRPF6	20	63981134	64033100	0.2595	rs6062340	-2.08	rs3829704	 0.220952	 8.76	-0.2668	 53	 1	top1	0.22	2e-20	-0.2668	0.7896
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000064787.7_chr20.wgt.RDat	BCAS1	20	53936776	54070765	0.1106	rs1952	-2.41	rs2904376	 0.056385	-4.82	-0.2541	101	 1	top1	0.056	5.4e-06	 0.2541	0.7994
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000154930.9_chr20.wgt.RDat	ACSS1	20	25006231	25058980	0.0616	rs1980497	-2.01	rs4815364	 0.016577	-3.94	 1.2144	 40	 1	top1	0.017	0.0098	-1.2144	0.2246
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000100997.12_chr20.wgt.RDat	ABHD12	20	25294742	25390983	0.0645	rs7260957	-2.36	rs6115089	 0.003988	-3.35	-0.6199	 25	 8	enet	0.028	0.0012	 0.0478	0.9619
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000125821.7_chr20.wgt.RDat	DTD1	20	18587892	18763917	0.1542	rs6136613	 2.35	rs6132107	 0.157249	-7.45	 0.2748	 58	 1	top1	0.16	1.5e-14	-0.2748	0.7834
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000101189.5_chr20.wgt.RDat	MRGBP	20	62796452	62800593	0.0969	NA	   NA	NA	       NA	   NA	     NA	104	 0	top1	0.011	0.032	     NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000124143.6_chr20.wgt.RDat	ARHGAP40	20	38601933	38651035	0.1213	rs6127905	 2.46	rs1005611	 0.065860	 5.54	 0.7390	 60	 1	top1	0.066	9e-07	 0.7390	0.4599
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000101052.8_chr20.wgt.RDat	IFT52	20	43590930	43647296	0.1261	rs2010809	 2.34	rs285205	 0.075172	-5.23	 0.3945	 82	 1	top1	0.075	1.5e-07	-0.3945	0.6932
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000132623.10_chr20.wgt.RDat	ANKEF1	20	10035040	10056762	0.1117	rs4813896	-3.45	rs6087119	 0.049753	-5.01	-0.8334	 96	 3	lasso	0.074	1.8e-07	-0.4925	0.6224
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000196756.5_chr20.wgt.RDat	SNHG17	20	38420587	38435353	0.4123	rs6127905	 2.46	rs805528	 0.301225	10.31	-0.8587	 59	12	enet	0.35	2.5e-34	-0.9743	0.3299
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000205181.2_chr20.wgt.RDat	LINC00654	20	5502902	5504613	0.2964	rs2423089	 3.02	rs13039216	 0.107314	 8.61	-1.2910	 97	30	enet	0.22	1.4e-20	-0.5476	0.5839
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000124253.8_chr20.wgt.RDat	PCK1	20	57561079	57566457	0.1376	NA	   NA	NA	       NA	   NA	     NA	111	 0	top1	0.037	0.00019	     NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000125885.8_chr20.wgt.RDat	MCM8	20	5950651	5995206	0.1844	NA	   NA	NA	       NA	   NA	     NA	 92	 0	top1	0.056	5.3e-06	     NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000101353.10_chr20.wgt.RDat	MROH8	20	37101225	37178966	0.0642	rs6104528	-2.23	rs2050091	 0.029491	 3.79	-0.1601	 43	 5	enet	0.039	0.00013	-0.4433	0.6575
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000132622.6_chr20.wgt.RDat	HSPA12B	20	3732666	3753111	0.3589	rs6084609	-2.09	rs862832	 0.202598	 8.54	-0.7387	 81	34	enet	0.28	8.9e-26	-0.1637	0.8700
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000130590.9_chr20.wgt.RDat	SAMD10	20	63974112	63980008	0.1741	rs6062340	-2.08	rs3829704	 0.101822	 6.07	-0.2668	 53	 1	top1	0.1	9.4e-10	-0.2668	0.7896
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000101057.11_chr20.wgt.RDat	MYBL2	20	43667113	43716496	0.3534	rs2010809	 2.34	rs285165	 0.218320	 8.90	-0.6748	 80	 5	lasso	0.22	2.5e-20	-0.7801	0.4354
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000100994.7_chr20.wgt.RDat	PYGB	20	25248068	25298014	0.0536	rs7260957	-2.36	rs6515674	-0.000122	-2.97	-0.0696	 31	15	enet	0.021	0.0044	 1.4608	0.1441
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000214078.6_chr20.wgt.RDat	CPNE1	20	35626030	35632248	0.0929	rs13037376	 1.99	rs6058277	 0.013440	 3.18	 1.7175	 22	 1	top1	0.013	0.018	 1.7175	0.0859
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000196839.8_chr20.wgt.RDat	ADA	20	44619521	44652233	0.0970	rs2071197	 2.13	rs2299686	-0.002349	-3.01	-1.6626	 58	21	enet	0.0055	0.091	 1.4881	0.1367
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000101162.3_chr20.wgt.RDat	TUBB1	20	59019253	59023600	0.1561	rs8386	-2.75	rs6070701	 0.021754	 4.92	 0.4752	107	 1	top1	0.022	0.0036	 0.4752	0.6347
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000101000.3_chr20.wgt.RDat	PROCR	20	35172072	35177362	0.1308	rs13037376	 1.99	rs17406518	 0.001240	 3.45	-0.5060	 24	 8	enet	0.016	0.012	-1.0519	0.2929
