PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000137767.9_chr15.wgt.RDat	SQRDL	15	45631147	45691294	0.1162	NA	   NA	NA	      NA	   NA	      NA	39	 0	top1	0.059	3.5e-06	    NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000229474.2_chr15.wgt.RDat	PATL2	15	44665731	44711316	0.0731	NA	   NA	NA	      NA	   NA	      NA	 0	 0	enet	0.0033	0.15	    NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000137841.7_chr15.wgt.RDat	PLCB2	15	40284255	40307922	0.1310	NA	   NA	NA	      NA	   NA	      NA	51	 0	lasso	0.096	2.7e-09	    NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000140391.9_chr15.wgt.RDat	TSPAN3	15	77052384	77083984	0.0700	rs4886507	-2.80	rs17394448	 0.01749	 2.77	 1.64739	12	 1	top1	0.017	0.0082	 1.647	0.0995
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000171763.13_chr15.wgt.RDat	SPATA5L1	15	45402330	45421419	0.0689	rs11636774	 3.61	rs950027	 0.02267	 3.30	-0.61551	39	 1	top1	0.023	0.003	-0.616	0.5382
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000258484.2_chr15.wgt.RDat	SPESP1	15	68818220	68946811	0.0682	rs4595750	 2.15	rs12440300	 0.05920	 5.35	-0.20349	47	 1	top1	0.059	3.2e-06	-0.203	0.8388
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000137817.11_chr15.wgt.RDat	PARP6	15	72241180	72272999	0.0424	NA	   NA	NA	      NA	   NA	      NA	24	 0	top1	0.039	0.00015	    NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000138621.7_chr15.wgt.RDat	PPCDC	15	75023554	75117462	0.0762	rs12148488	 2.59	rs8042558	 0.04329	 4.30	-0.37959	22	 1	top1	0.043	6.3e-05	-0.380	0.7043
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000140545.10_chr15.wgt.RDat	MFGE8	15	88898684	88913411	0.1133	rs2307441	 3.09	rs3087378	-0.00294	 5.42	 0.31288	70	 1	enet	-0.0029	0.89	 0.313	0.7544
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000166938.8_chr15.wgt.RDat	DIS3L	15	66293216	66333898	0.0848	rs8039508	 2.36	rs4776774	 0.00446	 3.68	-0.40753	60	 1	top1	0.0045	0.11	-0.408	0.6836
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000159556.5_chr15.wgt.RDat	ISL2	15	76336723	76342476	0.0722	rs4886813	-2.77	rs157763	 0.00211	-2.90	-1.88332	25	10	enet	0.017	0.0084	-0.313	0.7544
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000172345.8_chr15.wgt.RDat	STARD5	15	81318408	81324183	0.1258	NA	   NA	NA	      NA	   NA	      NA	56	 0	top1	0.052	1.1e-05	    NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000182397.9_chr15.wgt.RDat	DNM1P46	15	99798122	99806927	0.1490	rs12592822	 2.40	rs2958988	 0.02538	-4.94	-1.68534	70	 9	enet	0.079	8.1e-08	 0.365	0.7153
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000197535.9_chr15.wgt.RDat	MYO5A	15	52307282	52529050	0.0846	NA	   NA	NA	      NA	   NA	      NA	51	 0	top1	0.051	1.6e-05	    NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000140526.12_chr15.wgt.RDat	ABHD2	15	89087458	89202360	0.1178	rs2307441	 3.09	rs1568116	 0.01038	 3.17	 1.02592	77	 1	top1	0.01	0.033	 1.026	0.3049
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000169330.4_chr15.wgt.RDat	KIAA1024	15	79432515	79472290	0.0843	rs3825932	 2.49	rs4779073	 0.00709	 3.47	-1.37616	76	 4	lasso	0.017	0.0095	-1.418	0.1563
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000181026.12_chr15.wgt.RDat	AEN	15	88621295	88632282	0.1104	rs8033823	-2.72	rs11858257	 0.03482	-4.59	 0.77323	79	 2	lasso	0.045	4.4e-05	-0.762	0.4463
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000182511.7_chr15.wgt.RDat	FES	15	90883694	90895776	0.1674	rs2071382	 2.80	rs2071382	 0.05492	-4.54	 2.79603	67	26	enet	0.11	3.8e-10	-1.994	0.0461
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000103657.8_chr15.wgt.RDat	HERC1	15	63608617	63833942	0.1148	rs16947645	-3.48	rs4776449	 0.04416	-4.94	-0.19575	38	11	enet	0.053	9.9e-06	-0.787	0.4314
