PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000233695.1_chr13.wgt.RDat	GAS6-AS1	13	113815629	113839348	0.2530	rs4907637	 3.00	rs7399637	 0.23834	 9.11	-2.166	 40	 1	top1	0.24	4.2e-22	-2.16616	0.0303
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000123179.8_chr13.wgt.RDat	EBPL	13	49660722	49691475	0.3626	rs2146399	-1.84	rs7982132	 0.22564	-8.89	 0.396	 37	 8	enet	0.27	9.3e-25	-0.22261	0.8238
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000179630.5_chr13.wgt.RDat	LACC1	13	43879832	43893932	0.1519	rs9533737	-1.32	rs12869355	 0.14672	 7.21	 0.491	 57	 1	top1	0.15	1.3e-13	 0.49128	0.6232
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000237636.2_chr13.wgt.RDat	ANKRD26P3	13	19290592	19344825	0.1628	NA	   NA	NA	      NA	   NA	    NA	 32	 0	lasso	0.12	3e-11	      NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000183087.9_chr13.wgt.RDat	GAS6	13	113820550	113864073	0.0752	rs7399637	-2.17	rs7490083	 0.04520	 4.11	 2.058	 38	 1	top1	0.045	4.4e-05	 2.05792	0.0396
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000120659.10_chr13.wgt.RDat	TNFSF11	13	42562735	42608013	0.0734	rs17537539	-2.29	rs9594738	 0.07704	-5.31	 0.695	 57	 1	top1	0.077	1.1e-07	-0.69517	0.4869
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000186184.11_chr13.wgt.RDat	POLR1D	13	27620765	27667411	0.1356	NA	   NA	NA	      NA	   NA	    NA	 70	 0	enet	0.0084	0.049	      NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000120675.4_chr13.wgt.RDat	DNAJC15	13	43023202	43108909	0.4783	NA	   NA	NA	      NA	   NA	    NA	 65	 0	enet	0.38	1.1e-37	      NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000102572.9_chr13.wgt.RDat	STK24	13	98450200	98577940	0.0756	rs285100	 2.23	rs9517320	 0.00631	 3.56	 1.335	101	13	enet	0.02	0.0053	 1.26542	0.2057
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000133116.6_chr13.wgt.RDat	KL	13	33016068	33066145	0.0839	rs9536654	 2.44	rs657049	 0.05715	 4.63	-0.293	 55	 1	top1	0.057	4.6e-06	-0.29328	0.7693
