PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000149922.6_chr16.wgt.RDat	TBX6	16	30085792	30091887	0.2347	rs11150589	 2.78	rs11865086	 0.060409	-5.00	-1.0822	 39	17	enet	0.15	2.9e-14	 0.6969	0.48586
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000162078.7_chr16.wgt.RDat	ZG16B	16	2830168	2838966	0.0784	NA	   NA	NA	       NA	   NA	     NA	 55	 0	top1	-0.00088	0.4	     NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000260630.1_chr16.wgt.RDat	SNAI3-AS1	16	88663297	88687186	0.1665	rs17782553	-2.23	rs4420519	 0.093068	 5.76	 1.4087	 81	 8	enet	0.18	1.2e-16	 0.7746	0.43860
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000189067.8_chr16.wgt.RDat	LITAF	16	11547996	11636381	0.0829	rs1532303	 2.13	rs1345442	 0.062269	-5.14	 1.4565	 64	 1	top1	0.062	1.8e-06	-1.4565	0.14526
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000131797.8_chr16.wgt.RDat	CLUHP3	16	31700589	31707437	0.0768	rs7190997	 2.78	rs7186753	 0.103929	 6.06	 0.6415	 20	 1	top1	0.1	6.2e-10	 0.6415	0.52119
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000103550.9_chr16.wgt.RDat	KNOP1	16	19710508	19715037	0.2183	NA	   NA	NA	       NA	   NA	     NA	 54	 0	lasso	0.15	5.1e-14	     NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000172366.14_chr16.wgt.RDat	FAM195A	16	641812	648474	0.1013	rs174643	 3.10	rs548411	-0.002869	-2.97	-1.3647	 69	24	enet	0.004	0.12	 0.5297	0.59634
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000063854.7_chr16.wgt.RDat	HAGH	16	1795619	1823037	0.0760	NA	   NA	NA	       NA	   NA	     NA	 45	 0	top1	0.062	1.8e-06	     NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000166451.9_chr16.wgt.RDat	CENPN	16	81011929	81033114	0.1193	rs2926004	-3.51	rs9889186	 0.009476	 3.88	 0.9978	 82	 1	top1	0.0095	0.04	 0.9978	0.31839
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000175643.7_chr16.wgt.RDat	RMI2	16	11249648	11351762	0.4348	rs11074975	-2.30	rs1541702	 0.265398	-9.53	-0.2447	 70	12	enet	0.41	1.1e-40	 1.3226	0.18596
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000157335.14_chr16.wgt.RDat	CLEC18C	16	70173321	70186895	0.0912	rs12445830	-3.53	rs7192865	 0.013599	-3.65	 0.5117	 17	 9	enet	0.039	0.00014	-2.7004	0.00693
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000184517.7_chr16.wgt.RDat	ZFP1	16	75148491	75172236	0.0967	rs10781976	-2.46	rs10514391	-0.002728	 2.98	-0.0694	 44	26	enet	0.0015	0.22	 0.6037	0.54607
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000183454.9_chr16.wgt.RDat	GRIN2A	16	9758518	10182754	0.1408	rs8052120	 2.76	rs13332694	 0.011458	 4.22	 0.3116	 81	 1	top1	0.011	0.027	 0.3116	0.75535
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000162076.8_chr16.wgt.RDat	FLYWCH2	16	2883185	2899382	0.0828	rs224205	-2.79	rs757164	 0.003996	 3.88	 0.1651	 55	15	enet	0.014	0.015	-1.0799	0.28017
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000132600.11_chr16.wgt.RDat	PRMT7	16	68310973	68356797	0.1758	rs6499163	 2.64	rs11075672	 0.019734	-4.25	 0.3990	 26	 9	enet	0.023	0.0031	 0.2506	0.80209
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000103227.12_chr16.wgt.RDat	LMF1	16	853633	970999	0.1068	NA	   NA	NA	       NA	   NA	     NA	 75	 0	top1	0.00038	0.29	     NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000158717.6_chr16.wgt.RDat	RNF166	16	88696494	88706421	0.0918	rs4785719	-2.93	rs1803382	 0.059992	-5.04	 1.1360	 80	 1	top1	0.06	2.7e-06	-1.1360	0.25597
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000008517.12_chr16.wgt.RDat	IL32	16	3065296	3081907	0.1506	rs224205	-2.79	rs4786383	 0.063088	-4.84	 1.0519	 60	 1	top1	0.063	1.5e-06	-1.0519	0.29284
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000214725.3_chr16.wgt.RDat	CDIPT-AS1	16	29863592	29868050	0.1042	rs11859842	 2.21	rs8047140	-0.001225	 2.70	 1.6724	 21	13	enet	0.026	0.0017	 0.5584	0.57658
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000153406.9_chr16.wgt.RDat	NMRAL1	16	4461679	4495763	0.1217	rs7196914	-2.97	rs7191458	 0.086574	-5.61	-0.3139	 70	 1	top1	0.087	1.8e-08	 0.3139	0.75361
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000179918.14_chr16.wgt.RDat	SEPHS2	16	30443630	30446181	0.0849	rs11150589	 2.76	rs10871452	 0.029666	-3.36	 1.5931	 33	 1	top1	0.03	0.00081	-1.5931	0.11114
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000051108.10_chr16.wgt.RDat	HERPUD1	16	56932047	56943886	0.1277	rs12934069	-2.82	rs2304483	 0.003584	 3.59	-1.6010	 85	16	enet	0.02	0.0055	 0.6864	0.49249
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000011638.6_chr16.wgt.RDat	TMEM159	16	21158376	21180616	0.0901	rs7194423	 2.11	rs7192830	 0.077209	 5.38	 0.1687	 27	 1	top1	0.077	1.1e-07	 0.1687	0.86601
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000125124.6_chr16.wgt.RDat	BBS2	16	56484344	56520283	0.1867	rs12934069	-2.64	rs600390	 0.024155	-4.35	-0.5438	 76	34	enet	0.1	7.4e-10	-0.2069	0.83608
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000196470.7_chr16.wgt.RDat	SIAH1	16	48364849	48448402	0.0767	NA	   NA	NA	       NA	   NA	     NA	 30	 0	top1	0.08	6.2e-08	     NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000140961.8_chr16.wgt.RDat	OSGIN1	16	83953221	83966332	0.1339	rs1056611	-3.36	rs4238691	 0.000834	 3.23	-1.6635	152	 1	top1	0.00083	0.26	-1.6635	0.09621
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000166501.8_chr16.wgt.RDat	PRKCB	16	23836000	24220611	0.0971	rs198178	 2.19	rs9922364	 0.003614	-2.72	-1.6238	 73	 1	top1	0.0036	0.14	 1.6238	0.10443
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000157322.11_chr16.wgt.RDat	CLEC18A	16	69950906	69964238	0.2426	rs13330951	 2.60	rs936994	 0.117051	 6.41	-1.4540	 21	 9	enet	0.14	6.6e-13	-2.5076	0.01215
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000171208.5_chr16.wgt.RDat	NETO2	16	47077702	47143997	0.0609	rs34454412	-1.87	rs12934589	 0.005957	 3.11	-0.2233	 25	 9	enet	0.015	0.014	 0.5196	0.60332
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000174177.8_chr16.wgt.RDat	CTU2	16	88706462	88714926	0.0846	rs4785719	-2.93	rs1803382	 0.039237	-3.82	 1.1360	 80	 8	enet	0.056	6.2e-06	-0.6923	0.48874
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000155719.11_chr16.wgt.RDat	OTOA	16	21678513	21760729	0.1133	rs6497575	-2.56	rs12920057	 0.029450	 5.93	 1.8956	 22	 2	enet	0.053	1.1e-05	 1.5440	0.12258
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000166743.5_chr16.wgt.RDat	ACSM1	16	20623236	20698890	0.0735	rs7498385	 2.30	rs7499304	 0.004657	-3.63	-0.2634	 47	 8	enet	0.02	0.0055	 0.7893	0.42993
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000161981.6_chr16.wgt.RDat	SNRNP25	16	55458	57669	0.1741	rs8044711	 2.93	rs8466	 0.173330	 7.74	-0.6534	 28	 1	lasso	0.17	5.4e-16	-0.6534	0.51349
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000140905.5_chr16.wgt.RDat	GCSH	16	81081960	81096403	0.1543	rs2317240	-3.28	rs2161295	 0.007683	 3.62	 0.3296	 85	24	enet	0.025	0.0019	 0.6354	0.52517
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000131634.9_chr16.wgt.RDat	TMEM204	16	1528687	1555580	0.1318	rs174643	 3.10	rs2064289	 0.049179	 4.57	-0.8340	 56	 1	top1	0.049	2.1e-05	-0.8340	0.40427
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000180185.7_chr16.wgt.RDat	FAHD1	16	1838015	1838134	0.2036	rs1061497	 3.17	rs1742398	 0.048724	 5.32	-0.1787	 45	 5	lasso	0.076	1.4e-07	-0.6579	0.51061
