PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000134779.8_chr18.wgt.RDat	TPGS2	18	36781798	36823871	0.1283	rs655931	-1.76	rs2303508	 0.115849	-6.42	-0.33288	 37	 4	enet	0.13	2.4e-12	 0.47106	0.6376
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000242550.1_chr18.wgt.RDat	SERPINB10	18	63907959	63933203	0.3341	rs9953252	-2.62	rs6567407	 0.184541	 8.07	 2.17469	 48	 6	lasso	0.23	4.9e-21	 2.01389	0.0440
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000141384.6_chr18.wgt.RDat	TAF4B	18	26225935	26391685	0.0893	NA	   NA	NA	       NA	   NA	      NA	 60	 0	enet	0.0084	0.05	      NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000101751.5_chr18.wgt.RDat	POLI	18	54269403	54321266	0.2097	NA	   NA	NA	       NA	   NA	      NA	 19	 0	enet	0.15	1e-13	      NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000176014.6_chr18.wgt.RDat	TUBB6	18	12307668	12337225	0.1530	rs7232427	-2.09	rs8091099	 0.049378	 5.12	 1.47757	 59	 5	lasso	0.11	4.7e-10	 1.25763	0.2085
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000101577.4_chr18.wgt.RDat	LPIN2	18	2916993	3013315	0.1074	rs10745007	-2.98	rs664607	 0.064136	 5.23	 0.99534	 99	 1	top1	0.064	1.2e-06	 0.99534	0.3196
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000180011.5_chr18.wgt.RDat	ZADH2	18	75195107	75209348	0.2032	NA	   NA	NA	       NA	   NA	      NA	 77	 0	lasso	0.15	1.1e-13	      NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000134504.7_chr18.wgt.RDat	KCTD1	18	26454909	26657401	0.0904	rs2075575	-2.66	rs10454720	 0.033745	 3.95	-0.00202	 73	 1	top1	0.034	0.00038	-0.00202	0.9984
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000101638.7_chr18.wgt.RDat	ST8SIA5	18	46679117	46759257	0.1148	NA	   NA	NA	       NA	   NA	      NA	 70	 0	top1	0.066	9.5e-07	      NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000075643.3_chr18.wgt.RDat	MOCOS	18	36187518	36272157	0.1100	NA	   NA	NA	       NA	   NA	      NA	 56	 0	top1	0.067	6.9e-07	      NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000263006.1_chr18.wgt.RDat	ROCK1P1	18	109064	122219	0.0845	NA	   NA	NA	       NA	   NA	      NA	 56	 0	enet	-0.0019	0.56	      NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000152217.10_chr18.wgt.RDat	SETBP1	18	44680172	45068510	0.0641	rs962876	-3.08	rs962876	-0.002907	 3.08	-3.08241	 47	 4	lasso	0.0043	0.12	-1.45192	0.1465
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000141404.7_chr18.wgt.RDat	GNAL	18	11688955	11876688	0.1098	NA	   NA	NA	       NA	   NA	      NA	 66	 0	lasso	0.039	0.00013	      NA	    NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000255112.1_chr18.wgt.RDat	CHMP1B	18	11851395	11854449	0.0720	rs8097337	-2.57	rs662098	-0.000751	 3.38	-0.28704	 63	10	enet	0.0034	0.14	-0.54685	0.5845
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000154864.6_chr18.wgt.RDat	PIEZO2	18	10666482	11148588	0.1042	rs2865481	 2.52	rs459842	 0.087081	-5.65	-1.09857	 84	 1	top1	0.087	1.6e-08	 1.09857	0.2720
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000168675.12_chr18.wgt.RDat	LDLRAD4	18	13217497	13652755	0.0810	rs11875916	-3.64	rs12960760	-0.001448	-3.12	-1.13755	 70	10	enet	0.011	0.032	-0.29785	0.7658
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000168461.6_chr18.wgt.RDat	RAB31	18	9708164	9862551	0.3217	rs11660674	 2.60	rs1378528	 0.288229	 9.99	 1.47783	109	 3	lasso	0.29	1.1e-27	 1.40252	0.1608
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000101605.7_chr18.wgt.RDat	MYOM1	18	3066806	3220108	0.1537	rs2290871	-2.63	rs717183	 0.071976	-5.06	-0.41189	113	 1	top1	0.072	2.8e-07	 0.41189	0.6804
