PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000125388.14_chr4.wgt.RDat	GRK4	4	2963607	3040747	0.0659	rs2298969	-2.44	rs1063744	 0.02281	 3.67	 0.89569	 42	 3	lasso	0.023	0.003	 1.72007	0.08542
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000159733.9_chr4.wgt.RDat	ZFYVE28	4	2269581	2418663	0.0949	rs2031728	-1.96	rs1209520	 0.03061	 4.23	 0.06208	 50	18	enet	0.043	6.2e-05	-0.49950	0.61743
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000145365.8_chr4.wgt.RDat	TIFA	4	112274541	112281773	0.1569	rs2240033	 3.65	rs4833401	 0.12886	 6.75	-0.88150	 37	 4	enet	0.14	3.5e-13	-0.66508	0.50600
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000174137.8_chr4.wgt.RDat	FAM53A	4	1617914	1684302	0.4110	rs4073272	-2.13	rs2854918	 0.16039	 7.47	-0.72161	 44	 4	lasso	0.25	1.9e-23	-0.84744	0.39675
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000038002.4_chr4.wgt.RDat	AGA	4	177430769	177442503	0.2945	rs13134519	 2.88	rs2271101	 0.22941	-8.94	-0.07228	 76	 1	top1	0.23	3.1e-21	 0.07228	0.94238
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000249700.1_chr4.wgt.RDat	SRD5A3-AS1	4	55363970	55395847	0.1350	rs13142719	 2.81	rs17776421	 0.02063	-4.40	-0.11110	 59	25	enet	0.05	1.9e-05	-0.10362	0.91747
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000013288.4_chr4.wgt.RDat	MAN2B2	4	6575174	6623362	0.1141	rs10804975	 2.59	rs6815746	 0.12280	-6.71	-1.46593	111	 1	top1	0.12	1.5e-11	 1.46593	0.14267
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000197712.6_chr4.wgt.RDat	FAM114A1	4	38867676	38945739	0.0792	NA	   NA	NA	      NA	   NA	      NA	 48	 0	top1	0.005	0.1	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000163138.13_chr4.wgt.RDat	PACRGL	4	20696281	20752907	0.0848	rs10020916	 3.29	rs4697184	-0.00292	-3.39	-0.49387	 75	 2	lasso	-0.0027	0.77	-0.03424	0.97269
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000236296.2_chr4.wgt.RDat	GUSBP5	4	143559471	143649305	0.3464	rs12643013	 2.99	rs17017927	 0.08376	 5.64	 0.14309	 19	 4	lasso	0.18	5.3e-17	 0.44631	0.65537
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000164111.9_chr4.wgt.RDat	ANXA5	4	121667954	121697113	0.1939	rs3109091	-2.67	rs10019865	 0.11274	 6.49	-0.50439	 55	13	enet	0.19	1.3e-17	 0.44157	0.65880
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000071127.11_chr4.wgt.RDat	WDR1	4	10074338	10116949	0.0848	rs17473279	-2.19	rs727995	 0.00255	 2.93	 1.36175	 36	 5	enet	0.017	0.0096	 1.04116	0.29780
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000151729.5_chr4.wgt.RDat	SLC25A4	4	185143240	185150382	0.1468	rs7661225	-3.05	rs1107715	-0.00120	-3.05	-0.00998	 90	 1	top1	-0.0012	0.44	 0.00998	0.99203
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000056050.6_chr4.wgt.RDat	C4orf27	4	169729464	169757953	0.1086	NA	   NA	NA	      NA	   NA	      NA	 31	 0	top1	0.059	3e-06	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000127415.8_chr4.wgt.RDat	IDUA	4	986996	1004528	0.0774	rs4130382	 2.37	rs4690222	-0.00294	-2.83	-0.34791	 47	 7	enet	-0.0022	0.62	 0.05644	0.95499
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000145214.9_chr4.wgt.RDat	DGKQ	4	958886	986895	0.2927	NA	   NA	NA	      NA	   NA	      NA	 47	 0	top1	0.23	9.5e-22	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000178343.4_chr4.wgt.RDat	SHISA3	4	42397838	42402487	0.0809	rs13123554	-2.19	rs3103200	 0.06545	 5.40	 0.17210	 44	10	enet	0.074	1.9e-07	-0.20315	0.83902
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000109519.7_chr4.wgt.RDat	GRPEL1	4	7058905	7068197	0.1723	rs11734660	-2.86	rs4689583	 0.01969	 4.92	-0.43258	139	15	enet	0.053	1.1e-05	 0.37038	0.71110
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000091490.6_chr4.wgt.RDat	SEL1L3	4	25747432	25863760	0.1602	rs7667794	-3.51	rs878552	 0.09071	-5.89	 0.01425	 86	11	enet	0.13	2e-12	-2.02848	0.04251
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000118785.8_chr4.wgt.RDat	SPP1	4	87975666	87983410	0.1030	rs10030625	-1.96	rs2853744	 0.01413	 4.43	 1.62348	 60	 4	enet	0.014	0.015	 1.44482	0.14851
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000005059.11_chr4.wgt.RDat	CCDC109B	4	109560204	109685367	0.1091	rs11569035	-2.08	rs1425353	 0.01107	 3.01	 0.71167	 42	 1	top1	0.011	0.029	 0.71167	0.47667
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000138823.7_chr4.wgt.RDat	MTTP	4	99564080	99623999	0.0816	rs1229982	-1.71	rs716556	-0.00292	 3.23	 1.27188	 49	 6	enet	-0.0022	0.63	 1.22261	0.22148
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000109265.7_chr4.wgt.RDat	KIAA1211	4	56170194	56328625	0.0872	rs13142719	 2.81	rs2951806	 0.00434	-3.66	-0.58408	 75	 8	enet	0.024	0.0025	 0.47960	0.63151
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000109445.6_chr4.wgt.RDat	ZNF330	4	141220886	141234697	0.0844	rs1872861	-2.21	rs10519565	 0.01065	-4.00	-0.30507	 48	 9	enet	0.024	0.0022	 1.01806	0.30865
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000196810.3_chr4.wgt.RDat	CTBP1-AS2	4	1249299	1288291	0.1017	rs4073272	-2.13	rs13149575	 0.05664	 4.68	 1.33713	 52	14	enet	0.07	4.1e-07	 1.25520	0.20941
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000145358.2_chr4.wgt.RDat	DDIT4L	4	100185869	100190782	0.1397	rs7659715	 1.74	rs6849832	 0.04002	 4.40	 0.33341	 48	15	enet	0.12	1.4e-11	-0.67651	0.49872
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000138735.11_chr4.wgt.RDat	PDE5A	4	119494394	119628991	0.0869	rs1493682	 2.72	rs4643791	-0.00282	-3.08	-1.91733	 36	13	enet	-0.0023	0.63	 0.30014	0.76407
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000087008.10_chr4.wgt.RDat	ACOX3	4	8366281	8440723	0.1624	rs6823859	 2.50	rs899491	 0.03243	 4.47	 0.21366	 95	16	enet	0.074	1.9e-07	 1.22316	0.22127
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000155275.14_chr4.wgt.RDat	TRMT44	4	8438868	8493531	0.1172	rs6823859	 2.50	rs13127781	 0.02681	-4.25	 0.78152	 94	16	enet	0.069	5.3e-07	-0.30857	0.75765
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000127418.9_chr4.wgt.RDat	FGFRL1	4	1009935	1026897	0.1827	rs4130382	 2.37	rs1051613	 0.05753	-4.91	-0.32342	 48	18	enet	0.092	5.7e-09	-0.03904	0.96885
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000171476.16_chr4.wgt.RDat	HOPX	4	56647988	56681899	0.1621	rs11941657	 2.45	rs4406078	 0.14252	-7.20	 1.82772	 86	 1	top1	0.14	3e-13	-1.82772	0.06759
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000145476.10_chr4.wgt.RDat	CYP4V2	4	186191519	186213456	0.2981	rs327079	-2.53	rs13105400	 0.01906	 4.95	-0.47791	104	45	enet	0.16	3.4e-15	-0.50880	0.61089
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000070190.8_chr4.wgt.RDat	DAPP1	4	99816832	99870154	0.0827	rs1693439	-2.04	rs7692416	-0.00269	-2.88	-1.02863	 60	20	enet	-0.0027	0.77	 1.53205	0.12551
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000121895.7_chr4.wgt.RDat	TMEM156	4	38966743	39032922	0.0795	rs7699651	 2.12	rs11096974	 0.05011	 4.48	 0.14216	 52	 7	enet	0.059	3.1e-06	-0.04943	0.96057
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000198189.6_chr4.wgt.RDat	HSD17B11	4	87336609	87391386	0.0709	NA	   NA	NA	      NA	   NA	      NA	 42	 0	top1	0.042	7.7e-05	      NA	     NA
