PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000164924.12_chr8.wgt.RDat	YWHAZ	8	100916524	100953388	0.1200	rs10095717	-2.44	rs2923782	 0.060231	-4.78	 0.2477	 81	 4	lasso	0.062	2e-06	-0.18098	0.85638
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000155090.10_chr8.wgt.RDat	KLF10	8	102648778	102655902	0.1120	rs1265119	-2.34	rs2511718	 0.002107	-3.79	-0.7399	 88	22	enet	0.035	0.00028	 0.47792	0.63271
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000176209.6_chr8.wgt.RDat	SMIM19	8	42546427	42554460	0.1691	NA	   NA	NA	       NA	   NA	     NA	 23	 0	enet	0.1	7.1e-10	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000104728.11_chr8.wgt.RDat	ARHGEF10	8	1823975	1958641	0.1579	NA	   NA	NA	       NA	   NA	     NA	105	 0	lasso	0.049	2e-05	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000129422.9_chr8.wgt.RDat	MTUS1	8	17646981	17800917	0.1149	rs12678396	-2.63	rs7016806	-0.001615	 3.78	-1.3926	 87	 1	top1	-0.0016	0.5	-1.39261	0.16374
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000137547.4_chr8.wgt.RDat	MRPL15	8	54135209	54147901	0.0589	rs702761	-2.36	rs7009781	 0.001718	-3.72	-1.3218	 45	 3	lasso	0.0026	0.17	 0.14716	0.88301
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000164823.5_chr8.wgt.RDat	OSGIN2	8	89901858	89927888	0.1048	NA	   NA	NA	       NA	   NA	     NA	 31	 0	enet	0.024	0.0024	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000164695.4_chr8.wgt.RDat	CHMP4C	8	81753063	81759515	0.1920	rs1597753	-2.40	rs1844358	 0.051273	 4.90	 0.5962	 44	 3	lasso	0.13	2.7e-12	 0.17742	0.85918
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000079112.5_chr8.wgt.RDat	CDH17	8	94127170	94217303	0.0692	NA	   NA	NA	       NA	   NA	     NA	 47	 0	top1	0.051	1.5e-05	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000164951.11_chr8.wgt.RDat	PDP1	8	93857806	93926066	0.0605	rs2613228	-3.02	rs2445729	 0.012720	 3.59	 1.0362	 46	 7	enet	0.026	0.0017	 1.07157	0.28391
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000156172.5_chr8.wgt.RDat	C8orf37	8	95244918	95269201	0.1305	NA	   NA	NA	       NA	   NA	     NA	 76	 0	lasso	0.057	5.1e-06	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000165392.5_chr8.wgt.RDat	WRN	8	31033800	31173769	0.1585	NA	   NA	NA	       NA	   NA	     NA	 37	 0	enet	0.16	1.1e-14	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000147684.3_chr8.wgt.RDat	NDUFB9	8	124543086	124550501	0.0980	NA	   NA	NA	       NA	   NA	     NA	 64	 0	enet	0.057	4.9e-06	      NA	     NA
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000156795.2_chr8.wgt.RDat	WDYHV1	8	123416724	123467230	0.0831	rs10956114	-1.86	rs3824252	 0.001275	 3.71	-0.7363	 74	19	enet	0.031	6e-04	-0.91836	0.35843
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000133739.10_chr8.wgt.RDat	LRRCC1	8	85107146	85146076	0.0925	rs16913216	-1.96	rs17797476	-0.000419	-3.33	 0.6803	 27	12	enet	0.035	0.00031	 0.09560	0.92384
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000221947.3_chr8.wgt.RDat	XKR9	8	70669364	70790371	0.3873	rs2219989	-2.31	rs10504497	 0.207561	 9.03	 1.7262	 31	19	enet	0.32	6.6e-31	 1.00582	0.31450
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000104381.8_chr8.wgt.RDat	GDAP1	8	74321513	74488872	0.0801	rs2891355	-1.89	rs1433468	 0.005766	-3.24	-0.0402	 47	 4	lasso	0.016	0.012	-0.00424	0.99662
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000164933.5_chr8.wgt.RDat	SLC25A32	8	103398634	103407784	0.0655	rs16870042	 1.37	rs3098219	 0.012286	 4.41	 0.0304	 46	 1	top1	0.012	0.023	 0.03042	0.97573
NA	/Users/yiting/Desktop/cap3/out/compute_weights_out2/ENSG00000079459.7_chr8.wgt.RDat	FDFT1	8	11795572	11839309	0.0816	rs4841679	 2.67	rs1293322	 0.045545	 4.16	 1.1604	 51	 1	top1	0.046	4.1e-05	 1.16038	0.24589
